ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,YLDUN,YLDIN,PL_STUN,PL_STIN,DY_SKUN,DY_SKIN,PL_HTUN,PL_HTIN,E_HTUN,E_HTIN,ASI_IN,ASI_UN,DY_TASSIN,DY_TASSUN,E_ASPIN,E_ASPUN,E_HARVIN,E_HARVUN,E_ROTIN,E_ROTUN,ELDIN,HUSKUN,HUSKIN,INSTINF,INSTUN,P_ASPIN,P_ASPUN,P_HARVIN,P_HARVUN,R_LIN,R_LUN,RLPER,RUSTIN,RUSTUN,S_LIN,S_LUN,SLPER,STR_CO1,STR_CO2,STR_CO3,STR_RAT1,STR_RAT2,STREAK,BLTIN_M,BLTUN_M,CURVIN,CURVUN,STR_CO3_IN,STR_CO3_UN,STR_RA1_IN,STR_RA1_UN,STR_RA2_IN,STR_RA2_UN,STR_CO1_IN,STR_CO1_UN,STR_CO2_IN,STR_CO2_UN,POLSHEDIN,POLSHEDUN,HMIN,HMUN
64,Striga Hybrid Maize Trial (White/Yellow),K923KA,8,8329-15,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,4372,,38.67,,63.33,,195.00,,16.67,,,,,,3.00,3.00,,36.33,,,,,4.33,,,,3.33,,37.67,,6.67,,,,,5.67,,,,,,2.67,,,2.67,,,,,,,,,,,,,,,,
65,Striga Hybrid Maize Trial (White/Yellow),K923KA,9,8535-23,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,543,,38.33,,68.00,,235.00,,126.67,,,,,,3.00,2.33,,32.00,,,,,3.33,,,,3.00,,38.67,,6.33,,,,,4.67,,,,,,2.33,,,2.33,,,,,,,,,,,,,,,,
66,Striga Hybrid Maize Trial (White/Yellow),K923KA,1,8338-1 (SUSCEPTIBLE),NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,377,,28.33,,64.33,,225.00,,93.33,,,,,,4.75,4.00,,25.67,,,,,4.67,,,,3.00,,28.00,,6.00,,,,,3.67,,,,,,3.00,,,2.67,,,,,,,,,,,,,,,,
67,Striga Hybrid Maize Trial (White/Yellow),K923KA,11,CHECK 1,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,522,,4.00,,64.33,,23.33,,11.67,,,,,,4.75,2.67,,41.33,,,,,4.67,,,,3.67,,39.00,,5.67,,,,,3.33,,,,,,2.67,,,2.67,,,,,,,,,,,,,,,,
68,Striga Hybrid Maize Trial (White/Yellow),K923KA,12,CHECK 2,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,3866,,4.33,,66.67,,221.67,,96.67,,,,,,2.75,5.33,,32.33,,,,,4.00,,,,3.33,,4.00,,4.67,,,,,3.00,,,,,,3.00,,,3.33,,,,,,,,,,,,,,,,
69,Striga Hybrid Maize Trial (White/Yellow),K923ME,1,921-18,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,21.67,24.00,63.00,6.67,121.67,125.00,46.67,41.67,,,,,5.25,,5.67,9.33,,,,4.33,4.67,,,,,,,3.00,3.00,,,,3.33,3.00,,,39.67,,4.67,4.00,,,,,,,,,,,,,,,,,,,
70,Striga Hybrid Maize Trial (White/Yellow),K923ME,2,922-13 STR,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,23.28,21.33,61.58,64.86,113.23,81.67,48.17,49.76,,,,,6.25,,2.99,7.89,,,,5.10,4.67,,,,,,,3.00,2.97,,,,4.00,2.87,,,39.00,,4.33,3.67,,,,,,,,,,,,,,,,,,,
71,Striga Hybrid Maize Trial (White/Yellow),K923ME,3,944-31 STR,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,18.00,21.67,62.67,64.00,111.67,91.67,5.00,36.67,,,,,6.00,,4.72,7.00,,,,4.33,4.67,,,,,,,3.33,3.00,,,,4.33,3.67,,,38.67,,4.67,4.00,,,,,,,,,,,,,,,,,,,
72,Striga Hybrid Maize Trial (White/Yellow),K923ME,4,944-27 STR,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,18.33,22.00,64.67,65.15,96.67,66.67,33.33,25.00,,,,,7.25,,2.22,5.67,,,,5.00,6.33,,,,,,,4.00,3.00,,,,4.33,3.33,,,49.33,,4.00,5.33,,,,,,,,,,,,,,,,,,,
73,Striga Hybrid Maize Trial (White/Yellow),K923ME,5,913-5 STR,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,16.67,2.67,64.67,64.67,16.67,93.33,33.33,28.33,,,,,6.50,,3.67,5.33,,,,5.00,5.67,,,,,,,3.33,3.00,,,,4.00,3.33,,,38.00,,5.67,6.00,,,,,,,,,,,,,,,,,,,
74,Striga Hybrid Maize Trial (White/Yellow),K923ME,6,913-7 STR,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,18.67,19.33,62.98,63.00,123.33,91.67,5.00,36.67,,,,,5.75,,7.28,7.67,,,,5.33,5.33,,,,,,,4.33,3.00,,,,4.00,3.00,,,43.33,,4.33,4.33,,,,,,,,,,,,,,,,,,,
75,Striga Hybrid Maize Trial (White/Yellow),K923ME,7,925-8 STR,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,12.78,15.67,65.80,67.32,73.23,83.33,38.17,3.00,,,,,6.50,,0.86,2.94,,,,6.10,6.00,,,,,,,4.67,3.97,,,,4.67,3.87,,,43.33,,5.33,4.00,,,,,,,,,,,,,,,,,,,
76,Striga Hybrid Maize Trial (White/Yellow),K923ME,8,8329-15,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,22.33,2.00,63.00,65.33,13.33,83.33,38.33,39.79,,,,,6.00,,3.28,7.67,,,,5.33,6.00,,,,,,,4.33,3.33,,,,4.33,3.33,,,37.67,,5.33,4.00,,,,,,,,,,,,,,,,,,,
77,Striga Hybrid Maize Trial (White/Yellow),K923ME,9,8535-23,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,2.33,2.33,61.45,63.37,16.67,11.67,43.33,43.33,,,,,5.75,,1.90,7.33,,,,4.33,5.67,,,,,,,4.67,3.00,,,,4.33,2.67,,,6.33,,5.67,5.00,,,,,,,,,,,,,,,,,,,
78,Striga Hybrid Maize Trial (White/Yellow),K923ME,1,8338-1 (SUSCEPTIBLE),NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,13.67,12.00,71.40,72.27,99.47,88.63,28.17,29.81,,,,,5.75,,3.43,2.57,,,,5.48,6.12,,,,,,,5.00,4.20,,,,5.68,4.30,,,49.87,,5.67,6.00,,,,,,,,,,,,,,,,,,,
79,Striga Hybrid Maize Trial (White/Yellow),K923ME,11,CHECK 1,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,22.33,22.33,63.33,66.00,93.33,71.67,41.67,31.67,,,,,6.50,,3.43,6.67,,,,5.00,5.67,,,,,,,4.00,3.00,,,,4.67,4.00,,,46.33,,5.33,4.33,,,,,,,,,,,,,,,,,,,
80,Striga Hybrid Maize Trial (White/Yellow),K923ME,12,CHECK 2,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,19.33,21.33,62.80,65.15,128.33,1.00,41.67,49.76,,,,,6.00,,4.28,8.00,,,,3.67,5.67,,,,,,,3.33,3.33,,,,4.00,3.33,,,6.00,,6.00,6.00,,,,,,,,,,,,,,,,,,,
81,Striga Hybrid Maize Trial (White/Yellow),K923MO,1,921-18,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,314,2662,2.67,19.00,55.67,58.00,19.00,165.00,86.67,73.33,,,,,3.25,1.67,1.33,13.00,,,,,,,,2.67,2.00,,,5.00,3.00,,,,4.00,2.67,,,66.33,,,2.00,,,,,,,,,,,,,,,,,,,
82,Striga Hybrid Maize Trial (White/Yellow),K923MO,2,922-13 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,2716,1552,18.00,18.33,55.33,58.67,175.00,151.67,88.33,56.67,,,,,1.88,2.33,9.67,13.33,,,,,,,,2.67,2.33,,,4.00,3.00,,,,3.67,2.67,,,67.33,,,3.00,,,,,,,,,,,,,,,,,,,
83,Striga Hybrid Maize Trial (White/Yellow),K923MO,3,944-31 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,266,970,21.67,19.00,57.33,58.65,135.00,15.00,66.67,41.67,,,,,3.25,2.67,6.33,11.00,,,,,,,,3.67,3.00,,,4.67,2.67,,,,3.67,3.00,,,36.00,,,4.00,,,,,,,,,,,,,,,,,,,
84,Striga Hybrid Maize Trial (White/Yellow),K923MO,4,944-27 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,2716,95,14.67,19.67,55.00,58.67,143.33,16.67,73.33,5.00,,,,,3.38,2.00,5.00,9.33,,,,,,,,4.00,3.67,,,4.00,3.67,,,,3.67,2.67,,,91.33,,,4.33,,,,,,,,,,,,,,,,,,,
85,Striga Hybrid Maize Trial (White/Yellow),K923MO,5,913-5 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,2176,1875,12.33,16.33,56.33,56.67,178.33,156.67,86.67,61.67,,,,,,2.67,8.33,9.48,,,,,,,,3.33,3.00,,,4.67,3.33,,,,3.67,2.67,,,28.00,,,4.00,,,,,,,,,,,,,,,,,,,
86,Striga Hybrid Maize Trial (White/Yellow),K923MO,6,913-7 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,1875,1552,18.00,17.33,54.67,57.33,178.33,146.67,81.67,61.67,,,,,,3.00,8.67,9.00,,,,,,,,3.33,2.67,,,5.67,3.33,,,,4.33,2.67,,,57.67,,,3.33,,,,,,,,,,,,,,,,,,,
87,Striga Hybrid Maize Trial (White/Yellow),K923MO,7,925-8 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,153,66,1.33,17.00,56.00,58.65,146.67,16.67,55.00,45.00,,,,,,4.00,3.33,4.33,,,,,,,,3.67,3.33,,,4.67,3.67,,,,4.00,3.00,,,47.67,,,4.33,,,,,,,,,,,,,,,,,,,
88,Striga Hybrid Maize Trial (White/Yellow),K923MO,8,8329-15,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,1746,1188,21.00,22.00,55.00,58.67,16.00,123.33,83.33,56.67,,,,,,2.67,6.00,8.00,,,,,,,,3.67,3.00,,,6.00,5.00,,,,5.00,4.00,,,137.00,,,4.00,,,,,,,,,,,,,,,,,,,
89,Striga Hybrid Maize Trial (White/Yellow),K923MO,9,8535-23,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,2328,1693,19.67,15.33,55.67,58.00,155.00,146.67,8.00,68.33,,,,,,3.00,4.33,11.67,,,,,,,,4.00,3.67,,,4.67,3.67,,,,4.33,4.00,,,62.67,,,5.33,,,,,,,,,,,,,,,,,,,
90,Striga Hybrid Maize Trial (White/Yellow),K923MO,1,8338-1 (SUSCEPTIBLE),NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,2134,1415,15.33,14.67,56.67,58.15,176.67,121.67,81.67,45.00,,,,,,4.00,2.90,1.67,,,,,,,,6.67,5.00,,,5.00,3.33,,,,4.33,2.33,,,154.33,,,8.00,,,,,,,,,,,,,,,,,,,
91,Striga Hybrid Maize Trial (White/Yellow),K923MO,11,CHECK 1,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,3362,1746,22.00,22.00,54.00,57.33,176.67,125.00,9.00,53.33,,,,,,1.67,8.00,14.00,,,,,,,,4.00,3.67,,,4.33,3.00,,,,4.33,2.67,,,78.00,,,4.33,,,,,,,,,,,,,,,,,,,
92,Striga Hybrid Maize Trial (White/Yellow),K923MO,12,CHECK 2,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1992,199,819,2.33,17.67,57.00,59.00,127.67,138.33,63.33,56.67,,,,,,5.00,3.67,7.00,,,,,,,,5.67,4.67,,,4.67,3.33,,,,3.33,2.67,,,187.00,,,7.00,,,,,,,,,,,,,,,,,,,
93,Striga Inbred Maize Trial,K925AB,1,TZI 12 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1973,545,,,65.00,66.99,182.50,13.00,85.00,67.70,,,,,,3.25,5.00,9.00,2.75,2.00,,2.00,2.00,2.25,2.00,4.33,3.33,5.00,,,,,,16.00,,,,,,,,3.75,2.75,,37.50,2.67,2.00,,,,,,,,,,,,,,
94,Striga Inbred Maize Trial,K925AB,2,TZI 3 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,25,251,,,65.00,66.00,137.50,112.50,65.00,47.50,,,,,,4.00,4.00,7.25,2.20,2.00,,2.28,3.25,2.25,2.00,5.67,3.33,4.00,,,,,,5.50,,,,,,,,5.00,3.00,,23.25,2.00,2.25,,,,,,,,,,,,,,
95,Striga Inbred Maize Trial,K925AB,3,TZI 25 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,22,25,,,65.75,66.75,152.50,115.00,77.50,45.00,,,,,,2.50,5.25,1.00,2.20,2.25,,2.25,4.00,3.00,2.00,3.67,3.67,4.25,,,,,,3.00,,,,,,,,5.50,3.25,,27.50,2.67,3.50,,,,,,,,,,,,,,
96,Striga Inbred Maize Trial,K925AB,4,TZI 51 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,22,162,,,63.28,66.73,15.00,112.50,65.00,37.70,,,,,,3.48,3.50,5.77,2.87,2.50,,2.00,3.50,2.50,2.25,4.67,3.27,3.10,,,,,,4.00,,,,,,,,5.75,5.75,,19.25,2.67,2.50,,,,,,,,,,,,,,
97,Striga Inbred Maize Trial,K925AB,5,TZI 52 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1991,149,,,64.50,64.66,132.50,97.93,57.50,41.00,,,,,,5.50,3.00,5.50,2.50,2.00,,4.00,4.25,2.50,2.00,5.33,3.33,4.71,,,,,,4.00,,,,,,,,5.75,4.50,,1.25,3.00,2.50,,,,,,,,,,,,,,
98,Striga Inbred Maize Trial,K925AB,6,TZI 53 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1969,15,,,66.75,67.50,14.00,112.73,55.00,4.00,,,,,,4.25,3.00,7.50,2.20,2.00,,2.50,3.50,2.00,2.00,4.67,3.67,3.25,,,,,,12.25,,,,,,,,4.50,3.75,,33.50,2.34,2.25,,,,,,,,,,,,,,
99,Striga Inbred Maize Trial,K925AB,7,TZI 56 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1950,530,,,63.00,65.75,155.00,11.00,67.50,52.50,,,,,,2.63,2.25,7.50,2.50,2.25,,2.25,3.50,2.50,2.00,3.67,2.64,3.17,,,,,,18.75,,,,,,,,5.25,5.00,,36.75,2.80,2.00,,,,,,,,,,,,,,
100,Striga Inbred Maize Trial,K925AB,8,TZI 57 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1975,4,,,63.00,64.75,17.00,137.50,77.50,6.00,,,,,,3.25,6.00,1.25,2.75,2.25,,2.00,2.75,2.25,2.00,4.00,3.67,4.50,,,,,,15.00,,,,,,,,4.00,4.00,,39.25,3.33,2.25,,,,,,,,,,,,,,
101,Striga Inbred Maize Trial,K925AB,9,TZMI 13,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1985,135,,,64.00,65.00,162.50,17.50,7.00,53.00,,,,,,3.25,2.75,6.25,3.34,1.97,,2.50,3.42,2.00,2.25,5.67,3.33,2.71,,,,,,12.75,,,,,,,,5.50,5.25,,21.25,2.33,2.50,,,,,,,,,,,,,,
102,Striga Inbred Maize Trial,K925AB,1,TZMI 14,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,223,163,,,64.75,66.40,165.00,15.00,75.00,7.00,,,,,,3.25,4.00,8.75,2.54,2.00,,2.75,2.75,2.50,2.50,4.67,3.67,3.75,,,,,,7.75,,,,,,,,5.25,4.25,,15.50,2.00,2.50,,,,,,,,,,,,,,
103,Striga Inbred Maize Trial,K925AB,11,TZMI 47,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1964,216,,,66.25,67.75,16.00,12.50,82.50,51.00,,,,,,3.50,1.75,8.75,2.87,2.50,,2.25,3.94,3.00,3.00,5.67,3.33,4.35,,,,,,17.00,,,,,,,,6.25,7.25,,29.50,2.33,2.75,,,,,,,,,,,,,,
104,Striga Inbred Maize Trial,K925AB,12,CK 1TZI 4,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1979,559,,,64.25,64.75,16.00,135.00,77.50,65.00,,,,,,3.75,5.50,7.50,2.34,2.97,,2.00,2.87,2.25,2.25,4.00,3.00,5.75,,,,,,21.25,,,,,,,,5.50,4.50,,54.25,3.33,2.25,,,,,,,,,,,,,,
105,Striga Inbred Maize Trial,K925AB,13,CK 1TZI 1,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,24,1,,,64.75,66.40,165.00,149.15,67.50,65.00,,,,,,3.25,3.00,8.00,2.84,2.64,,2.50,1.78,2.50,2.00,5.78,3.33,5.51,,,,,,17.50,,,,,,,,8.00,7.75,,25.50,2.33,2.50,,,,,,,,,,,,,,
106,Striga Inbred Maize Trial,K925ABF,1,TZI 12 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1973,545,,,,,,,,,,,,,,,5.00,9.00,,,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,
107,Striga Inbred Maize Trial,K925ABF,2,TZI 3 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,25,251,,,,,,,,,,,,,,,4.00,7.25,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,
108,Striga Inbred Maize Trial,K925ABF,3,TZI 25 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,22,25,,,,,,,,,,,,,,,5.25,1.00,,,,,,,,,,,,,,,,,,,,,,,,5.50,,,,,,,,,,,,,,,,,,,
109,Striga Inbred Maize Trial,K925ABF,4,TZI 51 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,22,162,,,,,,,,,,,,,,,3.50,5.77,,,,,,,,,,,,,,,,,,,,,,,,5.75,,,,,,,,,,,,,,,,,,,
110,Striga Inbred Maize Trial,K925ABF,5,TZI 52 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1991,149,,,,,,,,,,,,,,,3.00,5.50,,,,,,,,,,,,,,,,,,,,,,,,5.75,,,,,,,,,,,,,,,,,,,
111,Striga Inbred Maize Trial,K925ABF,6,TZI 53 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1969,15,,,,,,,,,,,,,,,3.00,7.50,,,,,,,,,,,,,,,,,,,,,,,,4.50,,,,,,,,,,,,,,,,,,,
112,Striga Inbred Maize Trial,K925ABF,7,TZI 56 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1950,530,,,,,,,,,,,,,,,2.25,7.50,,,,,,,,,,,,,,,,,,,,,,,,5.25,,,,,,,,,,,,,,,,,,,
113,Striga Inbred Maize Trial,K925ABF,8,TZI 57 STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1975,4,,,,,,,,,,,,,2.75,,6.00,1.25,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,
114,Striga Inbred Maize Trial,K925ABF,9,TZMI 13,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1985,135,,,,,,,,,,,,,2.00,,2.75,6.25,,,,,,,,,,,,,,,,,,,,,,,,5.50,,,,,,,,,,,,,,,,,,,
115,Striga Inbred Maize Trial,K925ABF,1,TZMI 14,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,223,163,,,,,,,,,,,,,3.50,,4.00,8.75,,,,,,,,,,,,,,,,,,,,,,,,5.25,,,,,,,,,,,,,,,,,,,
116,Striga Inbred Maize Trial,K925ABF,11,TZMI 47,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1964,216,,,,,,,,,,,,,3.50,,1.75,8.75,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,
117,Striga Inbred Maize Trial,K925ABF,12,CK 1TZI 4,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,1979,559,,,,,,,,,,,,,2.50,,5.50,7.50,,,,,,,,,,,,,,,,,,,,,,,,5.50,,,,,,,,,,,,,,,,,,,
118,Striga Inbred Maize Trial,K925ABF,13,CK 1TZI 1,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,1992,24,1,,,,,,,,,,,,,2.75,,3.00,8.00,,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,,,
119,Striga Inbred Maize Trial,K925BG,1,TZI 12 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,8.50,1.75,62.75,61.23,165.00,135.00,76.25,72.60,,,,,5.00,,,,,,,,,,,,,,,3.50,2.25,,,,4.00,2.25,,,65.75,,4.25,5.00,,,,,,,,,,,,,,,,,,,
120,Striga Inbred Maize Trial,K925BG,2,TZI 3 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,11.00,13.00,6.25,62.00,173.75,153.75,95.00,82.50,,,,,4.50,,,,,,,,,,,,,,,2.75,2.50,,,,3.00,2.25,,,64.25,,5.25,6.00,,,,,,,,,,,,,,,,,,,
121,Striga Inbred Maize Trial,K925BG,3,TZI 25 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,7.75,1.50,61.75,62.75,178.75,166.25,92.50,8.00,,,,,5.30,,,,,,,,,,,,,,,2.75,2.50,,,,2.25,2.00,,,38.00,,5.25,4.50,,,,,,,,,,,,,,,,,,,
122,Striga Inbred Maize Trial,K925BG,4,TZI 51 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,7.75,1.25,63.00,64.50,181.25,161.25,81.25,72.50,,,,,5.00,,,,,,,,,,,,,,,2.75,2.75,,,,2.00,2.25,,,5.00,,4.25,4.00,,,,,,,,,,,,,,,,,,,
123,Striga Inbred Maize Trial,K925BG,5,TZI 52 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,8.75,13.00,6.50,61.25,183.75,18.00,87.50,91.25,,,,,4.75,,,,,,,,,,,,,,,2.50,2.50,,,,2.75,2.00,,,52.50,,4.75,4.00,,,,,,,,,,,,,,,,,,,
124,Striga Inbred Maize Trial,K925BG,6,TZI 53 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,1.00,13.25,65.25,65.75,17.00,142.50,78.75,63.75,,,,,5.00,,,,,,,,,,,,,,,2.50,2.25,,,,3.25,2.50,,,8.75,,4.50,4.75,,,,,,,,,,,,,,,,,,,
125,Striga Inbred Maize Trial,K925BG,7,TZI 56 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,9.25,1.75,62.25,64.00,17.00,162.50,85.00,77.50,,,,,4.50,,,,,,,,,,,,,,,2.50,2.75,,,,2.00,2.25,,,76.75,,3.25,3.75,,,,,,,,,,,,,,,,,,,
126,Striga Inbred Maize Trial,K925BG,8,TZI 57 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,1.50,12.50,64.00,65.50,175.00,141.25,86.25,65.00,,,,,3.63,,,,,,,,,,,,,,,2.25,2.75,,,,2.50,2.25,,,81.25,,3.50,4.00,,,,,,,,,,,,,,,,,,,
127,Striga Inbred Maize Trial,K925BG,9,TZMI 13,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,1.25,12.25,63.75,64.00,162.50,143.75,78.75,73.75,,,,,,,,,,,,,,,,,,,,2.50,2.75,,,,3.00,2.00,,,62.50,,4.25,5.75,,,,,,,,,,,,,,,,,,,
128,Striga Inbred Maize Trial,K925BG,1,TZMI 14,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,1.50,11.50,6.50,62.50,161.25,138.75,75.00,7.00,,,,,,,,,,,,,,,,,,,,2.25,2.75,,,,3.25,2.25,,,33.00,,4.75,4.75,,,,,,,,,,,,,,,,,,,
129,Striga Inbred Maize Trial,K925BG,11,TZMI 47,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,7.25,9.25,64.50,65.25,175.00,142.50,86.25,71.25,,,,,,,,,,,,,,,,,,,,2.50,2.25,,,,2.25,2.25,,,6.50,,3.25,3.75,,,,,,,,,,,,,,,,,,,
130,Striga Inbred Maize Trial,K925BG,12,CK 1TZI 4,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,1.25,9.75,62.25,63.75,163.75,136.25,68.75,67.50,,,,,,,,,,,,,,,,,,,,2.75,2.25,,,,2.75,2.00,,,65.75,,4.00,4.50,,,,,,,,,,,,,,,,,,,
131,Striga Inbred Maize Trial,K925BG,13,CK 1TZI 1,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,9.75,15.00,63.50,64.50,186.25,171.25,97.50,91.25,,,,,,,,,,,,,,,,,,,,2.50,2.25,,,,2.25,2.00,,,77.25,,3.75,3.25,,,,,,,,,,,,,,,,,,,
132,Striga Inbred Maize Trial,K925BGF,1,TZI 12 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.75,,4.25,5.00,,,,,,,,,,,,,,,,,,,
133,Striga Inbred Maize Trial,K925BGF,2,TZI 3 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.25,,5.25,6.00,,,,,,,,,,,,,,,,,,,
134,Striga Inbred Maize Trial,K925BGF,3,TZI 25 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00,,5.25,4.50,,,,,,,,,,,,,,,,,,,
135,Striga Inbred Maize Trial,K925BGF,4,TZI 51 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,4.25,4.00,,,,,,,,,,,,,,,,,,,
136,Striga Inbred Maize Trial,K925BGF,5,TZI 52 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.50,,4.75,4.00,,,,,,,,,,,,,,,,,,,
137,Striga Inbred Maize Trial,K925BGF,6,TZI 53 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,,4.50,4.75,,,,,,,,,,,,,,,,,,,
138,Striga Inbred Maize Trial,K925BGF,7,TZI 56 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.75,,3.25,3.75,,,,,,,,,,,,,,,,,,,
139,Striga Inbred Maize Trial,K925BGF,8,TZI 57 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.25,,3.50,4.00,,,,,,,,,,,,,,,,,,,
