ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,YIELD,BLIGHT,BORER,BORER1,BORER2,BORER3,BORER4,CURV,DY_POLL,DY_SK,E_ASP,E_HARV,E_HT,E_ROT,ELDANA,GR_MAIZE,HELM,HUSK,INST,MUSSIDIA,STREAK,NITR_RAT,P_ASP,P_HARV,PL_HT,RL,RL_RAT,RLPER,RUST,SESAMIA,SL,SL_RAT,SLPER,E_DAM_RAT,COB_DAM_CO,MOIST,ASI,EAR_DAM_RAT,EAR_DAM_CO,LEAF_FEED,COB_DAM_RT,DEAD_HEART,SB_DAM_RAT,BORER_DM_RAT,EASPIN,EHARVIN,EHTIN,FWTIN,FWTUN,HUSKIN,LEAFFEED,LFEED2,PASPIN,PHARVIN,PLHTIN,PLST,PLSTIN,RLIN,SBDAMRAT,SLIN,STEMTUNNEL,YIELDIN1,YIELDIN2,YIELDUN2,DYSKIN,EARDAMIN,EROTIN,MOISTIN
1,Borer Resistance Observation Maize Trial,K9308IB,1,9134-14,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,4718.7,,,,,,,2.25,,57.00,4.25,27.00,100.00,2.00,,,,2.50,3.00,,,,3.25,29.50,200.00,3.25,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Borer Resistance Observation Maize Trial,K9308IB,2,8813-6,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,5924.2,,,,,,,2.00,,56.50,2.25,33.00,105.00,2.00,,,,2.25,1.75,,,,2.25,33.50,235.00,2.00,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Borer Resistance Observation Maize Trial,K9308IB,3,8321-21,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,4615.5,,,,,,,2.00,,55.75,4.25,28.50,98.75,3.50,,,,2.25,4.75,,,,3.00,28.50,200.00,4.25,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Borer Resistance Observation Maize Trial,K9308IB,4,8644-27,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,4950.7,,,,,,,2.00,,54.75,3.00,30.25,101.25,3.50,,,,2.50,3.75,,,,2.50,29.50,190.00,2.50,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Borer Resistance Observation Maize Trial,K9308IB,5,9021-18,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,5321.5,,,,,,,2.00,,56.50,3.00,29.75,96.25,2.00,,,,2.75,2.75,,,,2.25,32.00,197.50,2.75,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Borer Resistance Observation Maize Trial,K9308IB,6,*TZBR ELDANA3 C2,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,5625.8,,,,,,,2.00,,55.50,4.25,30.75,125.00,3.50,,,,2.50,3.75,,,,4.00,29.25,216.25,3.00,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Borer Resistance Observation Maize Trial,K9308IB,7,TZSR W-1,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,5292.2,,,,,,,2.00,,58.75,4.25,33.50,108.75,3.50,,,,2.75,3.75,,,,4.25,33.75,212.50,3.25,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Borer Resistance Observation Maize Trial,K9308IB,8,CHECK 1,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,5426.8,,,,,,,2.25,,55.75,3.50,29.50,95.00,2.00,,,,2.25,2.75,,,,2.75,30.00,188.75,3.25,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Borer Resistance Observation Maize Trial,K9308IB,9,CHECK 2,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,5747.7,,,,,,,2.25,,56.50,2.50,34.50,98.75,2.75,,,,2.50,3.00,,,,2.00,34.25,187.50,3.00,,,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Borer Resistance Observation Maize Trial,K9308IB2,1,9134-14,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,1640.2,,,,,,,,,55.75,3.75,,,2.75,,,,,3.50,,,,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Borer Resistance Observation Maize Trial,K9308IB2,2,8813-6,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,2006.4,,,,,,,,,55.00,3.50,,,3.25,,,,,2.75,,,,,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Borer Resistance Observation Maize Trial,K9308IB2,3,8321-21,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,1678.0,,,,,,,,,55.50,4.25,,,3.75,,,,,4.00,,,,,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Borer Resistance Observation Maize Trial,K9308IB2,4,8644-27,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,1395.2,,,,,,,,,56.00,5.00,,,4.75,,,,,4.75,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Borer Resistance Observation Maize Trial,K9308IB2,5,9021-18,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,1718.5,,,,,,,,,55.75,3.75,,,3.75,,,,,3.75,,,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Borer Resistance Observation Maize Trial,K9308IB2,6,*TZBR ELDANA3 C2,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,1633.8,,,,,,,,,56.25,4.00,,,3.25,,,,,3.25,,,,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Borer Resistance Observation Maize Trial,K9308IB2,7,TZSR W-1,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,1515.5,,,,,,,,,55.75,4.25,,,3.25,,,,,4.00,,,,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Borer Resistance Observation Maize Trial,K9308IB2,8,CHECK 1,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,2047.1,,,,,,,,,52.75,2.75,,,2.75,,,,,2.25,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Borer Resistance Observation Maize Trial,K9308IB2,9,CHECK 2,NIGERIA,IBADAN,,3.93,7.38,Forest/Transitional,1993,1734.7,,,,,,,,,56.00,3.75,,,3.50,,,,,3.75,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Borer Resistance Observation Maize Trial,K9308IK,1,9134-14,NIGERIA,IKENNE,,3.70,6.87,Forest/Transitional,1993,3984.6,4.00,,,,,,4.75,,54.50,3.50,29.00,107.50,4.25,,,,2.50,,2.75,,,3.25,30.75,207.50,2.25,,,4.50,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Borer Resistance Observation Maize Trial,K9308IK,2,8813-6,NIGERIA,IKENNE,,3.70,6.87,Forest/Transitional,1993,4664.0,4.75,,,,,,4.50,,54.50,3.00,32.25,112.50,2.50,,,,2.50,,2.25,,,3.00,33.75,230.00,3.00,,,4.00,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Borer Resistance Observation Maize Trial,K9308IK,3,8321-21,NIGERIA,IKENNE,,3.70,6.87,Forest/Transitional,1993,2915.4,4.50,,,,,,4.25,,53.25,3.25,25.75,102.50,5.75,,,,3.00,,4.00,,,3.25,31.75,200.00,2.00,,,4.25,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Borer Resistance Observation Maize Trial,K9308IK,4,8644-27,NIGERIA,IKENNE,,3.70,6.87,Forest/Transitional,1993,4247.6,3.50,,,,,,2.75,,53.00,2.75,32.25,95.00,4.50,,,,2.75,,3.50,,,2.75,32.50,196.25,2.75,,,4.75,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Borer Resistance Observation Maize Trial,K9308IK,5,9021-18,NIGERIA,IKENNE,,3.70,6.87,Forest/Transitional,1993,4718.1,3.75,,,,,,4.75,,53.75,2.75,32.25,98.75,2.75,,,,2.25,,3.00,,,2.00,32.25,198.75,2.50,,,4.75,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Borer Resistance Observation Maize Trial,K9308IK,6,*TZBR ELDANA3 C2,NIGERIA,IKENNE,,3.70,6.87,Forest/Transitional,1993,4721.0,4.25,,,,,,3.50,,53.00,3.00,33.50,107.50,3.50,,,,2.50,,3.50,,,2.50,34.00,208.75,2.00,,,4.25,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Borer Resistance Observation Maize Trial,K9308IK,7,TZSR W-1,NIGERIA,IKENNE,,3.70,6.87,Forest/Transitional,1993,4118.8,4.50,,,,,,3.00,,55.75,4.00,28.75,108.75,3.50,,,,3.00,,3.00,,,4.00,30.25,213.75,2.00,,,4.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Borer Resistance Observation Maize Trial,K9308IK,8,CHECK 1,NIGERIA,IKENNE,,3.70,6.87,Forest/Transitional,1993,4420.6,4.25,,,,,,4.75,,52.75,2.75,31.75,105.00,2.25,,,,3.00,,3.75,,,2.00,35.50,205.00,2.25,,,4.50,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Borer Resistance Observation Maize Trial,K9308IK,9,CHECK 2,NIGERIA,IKENNE,,3.70,6.87,Forest/Transitional,1993,4461.7,4.75,,,,,,3.00,,52.50,2.25,32.75,103.75,4.00,,,,2.25,,3.00,,,2.50,34.25,205.00,2.50,,,4.25,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,International Hybrid Maize Trial (White),K9001IK1,1,8321-18,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,4189.1,3.00,2.25,,,,,6.50,,,4.00,,,3.50,,,,3.75,,,,,3.50,36.25,,,3.75,,5.00,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,International Hybrid Maize Trial (White),K9001IK1,2,8321-21,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,4035.6,2.75,2.75,,,,,6.25,,,3.50,,,4.75,,,,5.25,,,,,4.00,38.50,,,3.75,,5.50,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,International Hybrid Maize Trial (White),K9001IK1,3,8428-19,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,3449.4,3.25,3.25,,,,,6.50,,,6.00,,,6.75,,,,6.75,,,,,4.25,32.75,,,4.75,,6.25,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,International Hybrid Maize Trial (White),K9001IK1,4,8516-12,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,3210.6,2.25,2.00,,,,,5.50,,,3.50,,,3.25,,,,3.00,,,,,4.50,25.75,,,4.25,,3.75,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,International Hybrid Maize Trial (White),K9001IK1,5,8505-5,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,3741.5,3.00,2.75,,,,,5.25,,,5.00,,,5.75,,,,5.75,,,,,4.75,34.50,,,4.25,,4.25,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,International Hybrid Maize Trial (White),K9001IK1,6,8705-4,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,4272.8,3.00,2.50,,,,,6.25,,,4.00,,,3.25,,,,3.75,,,,,4.75,43.75,,,5.75,,5.25,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,International Hybrid Maize Trial (White),K9001IK1,7,8705-6,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,3116.8,3.25,4.25,,,,,6.50,,,5.75,,,4.25,,,,5.25,,,,,4.50,37.50,,,5.25,,5.00,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,International Hybrid Maize Trial (White),K9001IK1,8,IKENNE 83 TZSR W-1,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,4221.4,2.25,2.00,,,,,4.00,,,4.75,,,4.50,,,,5.00,,,,,5.00,41.25,,,5.75,,4.25,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,International Hybrid Maize Trial (White),K9001IK1,9,LOCAL CHECK 1,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,3881.0,2.00,2.50,,,,,4.75,,,5.00,,,5.50,,,,5.50,,,,,4.75,38.25,,,6.25,,3.50,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,International Hybrid Maize Trial (White),K9001IK1,10,LOCAL CHECK 2,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,3598.5,2.00,2.25,,,,,3.75,,,5.50,,,6.00,,,,6.00,,,,,4.50,33.00,,,4.50,,3.25,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,International Hybrid Maize Trial (White),K9001IK2,1,8321-18,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,3705.2,3.00,2.00,,,,,7.75,,52.50,4.75,,,4.25,,,,3.50,,,,,3.25,38.75,,,5.00,,5.25,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,International Hybrid Maize Trial (White),K9001IK2,2,8321-21,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,4244.9,3.75,3.00,,,,,6.25,,51.25,4.50,,,5.00,,,,4.50,,,,,4.00,43.00,,,4.50,,5.00,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,International Hybrid Maize Trial (White),K9001IK2,3,8428-19,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,4327.4,3.25,3.75,,,,,6.25,,49.50,5.25,,,6.00,,,,7.00,,,,,3.25,40.00,,,4.00,,6.50,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,International Hybrid Maize Trial (White),K9001IK2,4,8516-12,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,5255.3,2.25,2.50,,,,,6.25,,49.50,3.50,,,2.50,,,,3.00,,,,,2.50,39.50,,,3.25,,3.75,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,International Hybrid Maize Trial (White),K9001IK2,5,8505-5,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,5145.6,3.75,2.75,,,,,5.50,,51.00,4.25,,,4.50,,,,5.00,,,,,4.00,42.75,,,4.00,,5.00,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,International Hybrid Maize Trial (White),K9001IK2,6,8705-4,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,4405.7,2.75,2.00,,,,,5.75,,51.75,3.75,,,4.25,,,,4.00,,,,,3.50,42.00,,,5.00,,4.75,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,International Hybrid Maize Trial (White),K9001IK2,7,8705-6,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,4045.8,4.00,3.00,,,,,5.00,,51.25,6.00,,,5.50,,,,6.00,,,,,4.25,44.75,,,5.75,,6.25,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,International Hybrid Maize Trial (White),K9001IK2,8,IKENNE 83 TZSR W-1,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,4230.4,3.25,2.25,,,,,3.75,,55.00,5.75,,,4.00,,,,5.25,,,,,5.75,46.25,,,6.50,,3.75,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,International Hybrid Maize Trial (White),K9001IK2,9,LOCAL CHECK 1,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,4258.8,2.50,3.00,,,,,4.25,,53.25,6.00,,,5.25,,,,5.50,,,,,5.00,43.25,,,6.50,,4.25,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,International Hybrid Maize Trial (White),K9001IK2,10,LOCAL CHECK 2,NIGERIA,IKENNE,LN (75x20),3.70,6.87,Forest/Transitional,1990,3824.5,3.25,2.50,,,,,4.25,,54.25,5.00,,,5.00,,,,6.00,,,,,5.25,39.75,,,4.50,,3.50,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,International Hybrid Maize Trial (White),K9001IK3,1,8321-18,NIGERIA,IKENNE,LN (75x25),3.70,6.87,Forest/Transitional,1990,4373.6,2.25,2.50,,,,,8.00,,,2.50,,106.25,3.25,,,,2.50,,,,5.25,3.00,33.25,211.25,,3.75,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,International Hybrid Maize Trial (White),K9001IK3,2,8321-21,NIGERIA,IKENNE,LN (75x25),3.70,6.87,Forest/Transitional,1990,4231.7,2.50,3.25,,,,,5.75,,,3.25,,98.75,5.25,,,,5.50,,,,4.50,3.25,38.00,193.75,,3.25,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,International Hybrid Maize Trial (White),K9001IK3,3,8428-19,NIGERIA,IKENNE,LN (75x25),3.70,6.87,Forest/Transitional,1990,2586.8,3.75,3.25,,,,,7.00,,,7.25,,78.75,7.25,,,,6.25,,,,6.25,6.50,38.50,181.25,,3.75,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,International Hybrid Maize Trial (White),K9001IK3,4,8516-12,NIGERIA,IKENNE,LN (75x25),3.70,6.87,Forest/Transitional,1990,5394.1,2.50,2.25,,,,,7.50,,,3.25,,106.25,3.50,,,,2.75,,,,3.75,3.50,37.50,225.00,,2.25,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,International Hybrid Maize Trial (White),K9001IK3,5,8505-5,NIGERIA,IKENNE,LN (75x25),3.70,6.87,Forest/Transitional,1990,4946.0,2.25,2.50,,,,,6.25,,,4.25,,116.25,5.00,,,,5.00,,,,4.00,4.75,39.00,186.25,,2.50,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,International Hybrid Maize Trial (White),K9001IK3,6,8705-4,NIGERIA,IKENNE,LN (75x25),3.70,6.87,Forest/Transitional,1990,4242.4,2.50,2.25,,,,,6.50,,,2.75,,105.00,3.50,,,,2.50,,,,3.75,2.75,40.25,211.25,,2.25,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,International Hybrid Maize Trial (White),K9001IK3,7,8705-6,NIGERIA,IKENNE,LN (75x25),3.70,6.87,Forest/Transitional,1990,4534.1,3.25,2.50,,,,,6.75,,,3.75,,103.75,4.00,,,,4.75,,,,4.50,4.50,36.50,202.50,,2.50,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,International Hybrid Maize Trial (White),K9001IK3,8,IKENNE 83 TZSR W-1,NIGERIA,IKENNE,LN (75x25),3.70,6.87,Forest/Transitional,1990,5192.1,2.25,2.75,,,,,5.50,,,4.00,,118.75,5.25,,,,4.75,,,,3.75,3.50,40.25,228.75,,2.50,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,International Hybrid Maize Trial (White),K9001IK3,9,LOCAL CHECK 1,NIGERIA,IKENNE,LN (75x25),3.70,6.87,Forest/Transitional,1990,3925.0,2.75,4.50,,,,,5.25,,,5.50,,120.00,5.75,,,,6.25,,,,3.75,5.25,37.25,211.25,,4.25,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,International Hybrid Maize Trial (White),K9001IK3,10,LOCAL CHECK 2,NIGERIA,IKENNE,LN (75x25),3.70,6.87,Forest/Transitional,1990,4547.1,2.25,3.00,,,,,4.25,,,3.50,,105.00,5.25,,,,5.25,,,,2.50,3.25,38.50,210.00,,3.25,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,International Hybrid Maize Trial (White),K9001IK4,1,8321-18,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4624.5,2.25,2.50,,,,,7.75,,50.25,2.50,,,3.25,,,,4.00,,,,,2.75,35.00,,,5.00,,5.00,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,International Hybrid Maize Trial (White),K9001IK4,2,8321-21,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4016.7,2.25,4.00,,,,,5.75,,51.50,4.00,,,3.75,,,,4.75,,,,,4.25,34.75,,,4.75,,5.25,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,International Hybrid Maize Trial (White),K9001IK4,3,8428-19,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,3685.6,2.75,2.75,,,,,5.75,,47.75,5.00,,,7.00,,,,6.50,,,,,4.75,35.00,,,3.00,,7.00,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,International Hybrid Maize Trial (White),K9001IK4,4,8516-12,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4773.5,2.25,2.75,,,,,5.75,,48.75,2.50,,,2.25,,,,3.00,,,,,3.50,35.25,,,3.75,,4.25,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,International Hybrid Maize Trial (White),K9001IK4,5,8505-5,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,3577.3,2.25,4.00,,,,,4.50,,52.00,5.25,,,6.00,,,,5.75,,,,,4.75,36.25,,,5.25,,3.50,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,International Hybrid Maize Trial (White),K9001IK4,6,8705-4,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4304.1,2.50,2.25,,,,,5.75,,49.50,3.25,,,3.00,,,,3.75,,,,,3.25,40.00,,,4.25,,4.25,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,International Hybrid Maize Trial (White),K9001IK4,7,8705-6,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4185.6,3.00,4.00,,,,,5.25,,50.50,4.50,,,5.25,,,,5.00,,,,,3.50,37.25,,,4.75,,5.25,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,International Hybrid Maize Trial (White),K9001IK4,8,IKENNE 83 TZSR W-1,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4645.2,2.50,2.50,,,,,4.00,,54.00,4.25,,,5.25,,,,5.00,,,,,5.25,39.00,,,4.75,,3.00,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,International Hybrid Maize Trial (White),K9001IK4,9,LOCAL CHECK 1,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4096.4,2.25,3.25,,,,,4.50,,55.00,5.75,,,5.50,,,,6.50,,,,,4.75,37.75,,,5.75,,3.50,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,International Hybrid Maize Trial (White),K9001IK4,10,LOCAL CHECK 2,NIGERIA,IKENNE,HN (75x25),3.70,6.87,Forest/Transitional,1990,4194.3,2.50,3.00,,,,,4.50,,54.50,4.00,,,5.25,,,,5.50,,,,,5.00,35.75,,,4.00,,3.00,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,International Hybrid Maize Trial (White),K9001IKB,1,8321-18,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2982.3,,5.50,,,,,8.00,,56.00,3.75,26.00,202.50,3.50,,,,3.50,,,,,6.50,31.50,98.75,,2.00,,7.75,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,International Hybrid Maize Trial (White),K9001IKB,2,8321-21,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2448.9,,5.50,,,,,7.50,,55.50,4.25,19.75,192.50,4.00,,,,3.75,,,,,7.00,27.00,95.00,,1.50,,6.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,International Hybrid Maize Trial (White),K9001IKB,3,8428-19,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2982.3,,5.25,,,,,7.50,,54.75,3.00,21.75,188.75,3.25,,,,4.00,,,,,5.00,24.00,97.50,,2.25,,6.75,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,International Hybrid Maize Trial (White),K9001IKB,4,8516-12,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,3055.0,,4.50,,,,,7.25,,56.00,4.00,24.00,223.75,4.00,,,,3.75,,,,,6.50,29.00,108.75,,3.25,,6.75,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,International Hybrid Maize Trial (White),K9001IKB,5,8505-5,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2958.0,,6.00,,,,,7.00,,54.75,4.50,26.00,203.75,4.25,,,,4.25,,,,,6.50,34.25,96.25,,2.00,,6.50,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,International Hybrid Maize Trial (White),K9001IKB,6,8705-4,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,3055.0,,5.75,,,,,7.00,,55.75,3.50,26.25,206.25,4.50,,,,4.25,,,,,5.25,32.25,102.50,,1.25,,6.25,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,International Hybrid Maize Trial (White),K9001IKB,7,8705-6,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2691.3,,5.00,,,,,6.75,,57.25,4.75,22.25,190.00,4.75,,,,4.00,,,,,6.25,32.50,100.00,,1.25,,7.25,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,International Hybrid Maize Trial (White),K9001IKB,8,IKENNE 83 TZSR W-1,NIGERIA,IKENNE,B SEASON,3.70,6.87,Forest/Transitional,1990,2376.1,,7.00,,,,,6.25,,57.75,5.00,20.50,213.75,3.25,,,,3.75,,,,,6.25,30.50,111.25,,2.25,,6.25,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
